rank	retail_va	identity_status	safe_name_candidate	cohort	source	provider_identity_candidate	direct_defined_data_ref	reference_rows	gap_start	gap_end_exclusive	body_ranges	body_bytes	instruction_count	body_sha256	normalized_sha256	terminal_kinds	external_transfers	demo_va	demo_candidates	demo_basis	demo_normalized_equal	demo_raw_equal	already_prepared_receipt
P1	0x0055E3F4	STRUCTURAL_CRT_IDENTITY_PRIVATE_SPELLING_OPEN	MSVC_CRT__x87_fprem_dispatch_helper	CRT_FPU_DISPATCH	0x00653340	MSVC_CRT__x87_fprem_dispatch_helper	true	1	0x0055E3F4	0x0055E412	0x0055E3F4-0x0055E412	30	13	cf9ce3b5c66d34149adc9baa8e5f5efe169395ad7f1f29243cbd0770b1b3ee94	4fbda6eef292f8e72bb2bf612cc9bb6085c45cbebc0d326133230ba43c29e8c5	ret		0x0055EB54	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x0055FD6A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		CRT_INITIALIZER	g_InitFuncTable		true	1	0x0055FD6A	0x0055FE26	0x0055FD6A-0x0055FE12	168	60	0675dac7036a4490a12c5a81873e5e1680a37d0528ed470a7b308503adc0848f	bee26a6ed880d06e20281a486bbf6b18b34f09a316bbf8875c8593fa9d6e20ef	ret		0x0056040A	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00564BEB	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		CRT_INITIALIZER	g_InitFuncTable		true	1	0x00564BEB	0x00564C09	0x00564BEB-0x00564BFC	17	4	2508681a76f376d625c54287386c37826560213569607abb3eb17d0c30c04a8b	4b8cceff7c4b0c4e44f1c0951f73b51054803854c2b3f6d866cb7c4c856bcff7	ret		0x005656FB	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P1	0x0056BBDC	STRUCTURAL_CRT_IDENTITY_PRIVATE_SPELLING_OPEN	MSVC_CRT__monetary_locale_block_initializer	CRT_LOCALE_DESCRIPTOR	0x00653D5C	MSVC_CRT__monetary_locale_block_initializer	true	1	0x0056BBDC	0x0056BCA7	0x0056BBDC-0x0056BCA7	203	63	09c4fb91b148c5e2c7e03a4568d30641c629389626b039f19b5f207abe35b8c0	8b32669894b4c5550efdaeca2f61016d9041d92a4447ef69aa1ea7ef74656e3d	ret		0x0056C2AC	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00575D33	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x00575D33	0x00575D44	0x00575D33-0x00575D44	17	6	62dc11baefc5520e7b42456abbe004ff02459cba8a46feb84bb3974531c7ebaf	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x005763D3	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00575D57	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x00575D57	0x00575D68	0x00575D57-0x00575D68	17	6	e50c6528223078127eff01846bfd4de5ac6d3d345f86de2b6ef8603287ddf495	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x005763F7	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00575D7B	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x00575D7B	0x00575D8C	0x00575D7B-0x00575D8C	17	6	fd1c4098eaae09c80cce162de195171980b49ff2d62c5f678c3db68816fe79c1	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x0057641B	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P0	0x00576011	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec3Transform	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	3	0x00576011	0x0057609C	0x00576011-0x0057609C	139	58	24d0a307f359629f67d22f6e393a4a99bf4e93911ab8fa433604d48964be4a3e	9ffa80d93eacfea7083dc3da187d0363c1406b794baab32393738fd0045eedf6	ret		0x005766B1	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P0	0x005760AD	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec3TransformArray	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005760AD	0x00576154	0x005760AD-0x00576154	167	69	8fa717b472e58a2c17815dee9ce03c41357bf614050b45ea0036c2463674fa79	c4ca70b02b0db1ef8df48ff8bbca3915b807acb20addd82b3c2b4cccb7dc499e	ret		0x0057674D	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P0	0x00576191	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec3TransformNormal	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00576191	0x005761F7	0x00576191-0x005761F7	102	44	7e8f403c2cad300f95eaebb98f0ad6c7d38b44a3d11ee1d5ec3639a95ef487a9	62ad05fa9524bef7aa86f23ae25d77a2dfd23412deb684b75f090e20ee671bc4	ret		0x00576831	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P0	0x00576208	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec3TransformNormalArray	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00576208	0x00576286	0x00576208-0x00576286	126	55	b5fdaf3b00637fa56270df59eae11b5f28a5f2978b53c5f31ce9a62a9db76c09	08e3e9663478720236cb2b3f3fa0450abe888789de92961b0353d17711260ba0	ret		0x005768A8	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x0057629D	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x0057629D	0x005763DA	0x0057629D-0x005762AE	17	6	8b62c425043c297b2c4b0d080c31907e65526b41ccd702e0e8df063e3225e839	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x0057693D	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x005762AE	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x0057629D	0x005763DA	0x005762AE-0x005762BF	17	6	36e17e45bfb1559bc188b8f86e47cc5cc632333981824f34addc8dd93bde5c42	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x0057694E	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x005762BF	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x0057629D	0x005763DA	0x005762BF-0x005762D0	17	6	7e7453d11d000fc8ed9e52065334dd0003d70acd340d615500e47bb53a6e976d	77054e212ecf490d289ec31c16f2f25dde599d413fc0796f97108cb03efbf0d0	indirect-jmp		0x0057695F	16	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x005762D0	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x0057629D	0x005763DA	0x005762D0-0x005762DD	13	3	63773295a56c12e174f63ed9822c51fedcb67fcb6cf828ef7ba68ba4a6157d1b	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00576970	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P0	0x005762DD	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec4Cross	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables	D3DX_COMPAT__Vec4Cross	true	1	0x0057629D	0x005763DA	0x005762DD-0x005763CD	240	97	a2e2615025549008476a59cac24f5cf251b89d617ed71c3cf38dafb396767df3	c8555404e8e032dde983928c99c0199cf0f1d1eb305f0f8e2375292c90d97d82	ret		0x0057697D	1	UNIQUE_FULL_MASKED_BODY	true	true	true
P2	0x005763CD	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x0057629D	0x005763DA	0x005763CD-0x005763DA	13	3	2a19ec585e3295378ac2c25b278b39f54829431081010957063a3a274facace3	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00576A6D	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P0	0x005766AB	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec4Transform	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005766AB	0x0057674A	0x005766AB-0x0057674A	159	66	291af2d4c974e3a8a842de19af69cf0cfbb3db875468c467971ccc7048c2ea95	61d67fd1953f903e88ec9399fab9213e67951b61fd96578255ff7bcc37376f99	ret		0x00576D4B	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P0	0x0057675B	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXVec4TransformArray	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x0057675B	0x005768F1	0x0057675B-0x0057681A	191	77	cf70c4c98325aef12692acd7b8dd85e12b53f59349fa62dc404886c1fbabeef4	e195bcb9238130275da8d37478f3aa9256e23e6ca189c6163152734d49dc4693	ret		0x00576DFB	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x0057681A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x0057675B	0x005768F1	0x0057681A-0x00576827	13	3	43a7bd51e3968167a93f06e3f92c74e86584506d4cc4f56c51bf3a45d6639284	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00576EBA	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P0	0x00576827	EXACT_D3DX_PDB_PUBLIC_POST_HOTPATCH	D3DX_COMPAT__c_D3DXMatrixDeterminant	D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x0057675B	0x005768F1	0x00576827-0x005768F1	202	80	3520e548488031026bceef0f5c5534de0c134b59417520ff3d173cc711fa610b	f8ac25b06209b78331115edf3ca76ff22b13366b0c6b45030396932e1139d463	ret		0x00576EC7	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x00576904	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00576904	0x00576B3A	0x00576904-0x00576B3A	566	216	27c3570501789c743a2fcfc5507bfdea202d417ac6eacad682bd6a5dfbaf1aa8	1f0852e23fe64bdd839214652fd43561c743905fd9de1b09e4072fe5f5997fe2	ret		0x00576FA4	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x00576B4D	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00576B4D	0x00576DFD	0x00576B4D-0x00576BBA	109	37	82f8b720db01ca44d029032b0a2d9c499e95fc5d47a4f3e2da90245c081ec110	17db9239e2b54b527c9cbcef0984c95e62078d2a3d1a2953ffa5aa206697212b	ret		0x005771ED	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x00576BBA	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x00576B4D	0x00576DFD	0x00576BBA-0x00576BC7	13	3	0a694b1852767265359be6653cdc58638a4c241041233152674c25f3d86f8007	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x0057725A	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00576BC7	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00576B4D	0x00576DFD	0x00576BC7-0x00576DFD	566	216	015a525d38b44a548648e63c60d38d23869ee5fb6cf21ba10ed6e2171d1c6606	9de313638b15d134d1a124a1e4bceea7c953e4250c107c7b17605cfbc90755d9	ret		0x00577267	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x005777F1	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005777F1	0x0057798E	0x005777F1-0x005777FE	13	3	8859573fc713b7eacb7233f43a07c770029e7390b9a8ae7b930c4c96bf02b45f	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00577E91	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x005777FE	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005777F1	0x0057798E	0x005777FE-0x0057780B	13	3	8ae7c4a9dcbbd7c5b5d14dfb0415b5554304f9aef5cd815bbf3ee01ddd28bd0d	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00577E9E	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x0057780B	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005777F1	0x0057798E	0x0057780B-0x00577818	13	3	2e4b86200593ce74d25651e3d443068bcc10e9ea72527b71613317617ad6bc97	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00577EAB	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00577818	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005777F1	0x0057798E	0x00577818-0x0057784D	53	20	c38d42885434c610c827878315008b64f515968d15c59dcac297ed3c96296355	09a365c2c25ef57501c322d6fa8603e1a8eb2e161765dca4a8fa1b384932ba79	ret		0x00577EB8	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x0057784D	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005777F1	0x0057798E	0x0057784D-0x0057785A	13	3	c0bbdc1bd126d3cc0aa1dfb65acdb9e550ad5b87e2b76b3fcc34512f3177f00e	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00577EED	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x0057785A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005777F1	0x0057798E	0x0057785A-0x0057798E	308	112	9c749cd591bc37da2acbc7dbe63d9060a546c773da12df6e1155e6c38b5a6ff1	b243bed655fb2a7b1857682b7edbf0addc29f177e483fc106cbf60bb0f6b6992	ret		0x00577EFA	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00577B2A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00577B2A	0x00577C83	0x00577B2A-0x00577BC0	150	57	6c95dc7568e1553681b2ff70d9d8274abdbd976007ccb97ade4ecee63a063558	84fcf4bc9e6a4ef12be9701266e21b813c1a356bfe77394a85278a04d689fc5a	ret		0x005781CA	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x00577BC0	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		false	1	0x00577B2A	0x00577C83	0x00577BC0-0x00577BCD	13	3	e51fd88e274be38bdf7ae349807d8177128e0bba246c0d94ef45f239802844a8	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x00578260	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00577BCD	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00577B2A	0x00577C83	0x00577BCD-0x00577C83	182	78	b64cbf37dbfa9a52907da775963faf84f4090c9a575f57605f91d49a37ee3c2c	d276aaf5cb8862cd514e3a0b4b6a0d766b6bd70a9920d21ccf8684cf4dda3f87	ret		0x0057826D	2	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00577C96	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00577C96	0x00577D47	0x00577C96-0x00577D47	177	73	8d346408b165864a5c9c10f767266b8b14cfc44eb8833ff84c9ad8f655e2902a	8b38b7842b9b2682512aa021ac64f6af56021351011ea6013ebadf326a2a49a6	ret		0x00578336	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00577D5A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00577D5A	0x00577DD5	0x00577D5A-0x00577DD5	123	48	6416353ff544d38e056b48350dd87bdd7a8dc44e6b787c251f6d1c2da11062b0	4f923786bb377f8f26a70caf387c3b868e1fc971912e08ebb6dcb33591b809b2	ret		0x005783FA	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00577DE8	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x00577DE8	0x00577E80	0x00577DE8-0x00577E80	152	65	97a796cbdbb9df983e5a785e3e71d43371bbb5aa090cc016411504e8a0adfcdd	9ee56f1eac43609a38c084de4b049dc933890501c32e5bf989aef917c44093d8	ret		0x00578488	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x005780E9	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005780E9	0x005783D9	0x005780E9-0x0057818A	161	70	44fa0f731b4f1e4f6dca1765ca4d60add7b5811e81efd0ad771217cc57a248b0	a859c017c9a42266f1216090d96f3e04aa0737ac279c74c203b220b72a730cd8	ret		0x00578789	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x0057818A	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005780E9	0x005783D9	0x0057818A-0x00578197	13	3	a4556bd062f17163d2c4d37ec93ab85f0102d9ed419f00d044924a3dbd1540e8	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x0057882A	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00578197	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005780E9	0x005783D9	0x00578197-0x00578239	162	68	a4199faf0cfcd618703b8217ab659e63eb4fe9919bdd06d312593b7e873a9148	29d361f9602033a2d71d61d6e7e1a10e46652c02a391e3ea7c04b97e0784d3a5	ret		0x00578837	1	UNIQUE_FULL_MASKED_BODY	true	false	false
P2	0x00578239	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005780E9	0x005783D9	0x00578239-0x00578246	13	3	da1155ca25c0835c5dd57c3b0af79040c01060477a706405b832e85dccb09fbf	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x005788D9	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x00578246	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005780E9	0x005783D9	0x00578246-0x0057827E	56	20	3f9bb6c4a739654b3d283f19d2e8ab1efaebe262653ca91717aeaeb1ba2d2504	6fc18767a6b46fbcdb40b453048eeb1c0d3ab7c5cbcc9f96eb11b5987cafc228	ret		0x005788E6	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x0057827E	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005780E9	0x005783D9	0x0057827E-0x0057828B	13	3	50fd84c302f39c2e10d176177d2e7d8c19a78d2c4a034a51cb179e73e145f3f6	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x0057891E	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
P2	0x0057828B	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	1	0x005780E9	0x005783D9	0x0057828B-0x0057832D	162	69	768dc3f803d9da3f4a150b10926e062e0909fbec792054d996c45f87c113c46d	90a97433ccddee95238829f491238557a1c60f65dbfc58847cf5100859a1e9af	ret		0x0057892B	1	UNIQUE_FULL_MASKED_BODY	true	true	false
P2	0x0057832D	BOUNDARY_ONLY_CONSERVATIVE_NAME_REQUIRED		D3DX_DISPATCH	0x00656F30..0x0065716C dispatch tables		true	2	0x005780E9	0x005783D9	0x0057832D-0x0057833A	13	3	0497adbddf996db44a48455c23207fd7fd9d0401ab1323817510527d1c71edba	1ac735e69b600bca8dc4124c133884ed414bc991c70f475b27e185488eb769f8	indirect-jmp		0x005789CD	33	EQUAL_DELTA_BRACKET_FULL_NORMALIZED_BODY	true	false	false
