candidateId	cohort	retailEntry	retailExtentEndExclusive	retailBodyRangesHalfOpen	extentBytes	bodyBytes	paddingBytesWithinExtent	instructionCount	bodyRangeSha256	bodyBytesSha256	demoEntry	demoExtentEndExclusive	demoDelta	demoNormalizedEqual	normalizedBodySha256	currentProjectionState	currentName	semanticName	darkQuestion	admissionState
CF-021	PACKED_MATH_QUEUE_A	0x005B8B00	0x005B8B32	0x005B8B00-0x005B8B32	50	50	0	13	503f402b104d60197a4c2d0ad2c89e5a52c484bf7ec83b93a8c7fb2714c5ff08	ba6e5cdf32a4a0cb8b6ac7fa512c53990605dfe9f8988fb048d872b4e47e1bbc	0x005B9200	0x005B9232	+0x700	true	cbf4196fae0eb99f837bb6d98fac90e83eebd73812e628a312ec1dfa4eeaace2	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-022	PACKED_MATH_QUEUE_A	0x005B8B40	0x005B8B65	0x005B8B40-0x005B8B65	37	37	0	10	3a1ceb9de6e6e59dee93488a0b08a085296f4e8e97986f108697e825bc6dd186	f628417eeef9f9e60d78ee5f0304a386d89e033ac5f3d817adcca335a1a5008f	0x005B9240	0x005B9265	+0x700	true	e5b32a19896ff8756ce2078aca6c6bc88257bffaeb11501bba00fac87bb341e2	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-023	PACKED_MATH_QUEUE_A	0x005B8B80	0x005B8BBE	0x005B8B80-0x005B8BBE	62	62	0	14	b41ff64bd9c60dea497883fb9d89e9bb5d259dda17b9c2b2595658b43823e34f	b5ab6b810d7132f18a4690a8af4471ea9327a177bc4ad2850bc483ecdecd761d	0x005B9280	0x005B92BE	+0x700	true	10700e38af5ac17a0bf1363dc5375f50baf5234bb8ee6adf81ba2831bd6256b6	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-024	PACKED_MATH_QUEUE_A	0x005B8BC0	0x005B8C1E	0x005B8BC0-0x005B8BEC;0x005B8C00-0x005B8C1E	94	74	20	20	0ac1f4b358317c0df8280551dd79761b2e2ffbce135a9c11f8a33eb9de00aad7	bdb4f4d19983889e3962b77e9042bc3e980556c7e2fcb841d3b26790bd2e9f63	0x005B92C0	0x005B931E	+0x700	true	bf0c4788ebd40cb33849b278afe0506a6249715f5e662fa15015293369ac66a2	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-025	PACKED_MATH_QUEUE_A	0x005B8C20	0x005B8C30	0x005B8C20-0x005B8C30	16	16	0	5	cfef8813a34a4dedcbc8be1ba329094529b55328cc21b34fa56fcf61d888125d	e7f3e3eb0aaa093a52e7101abed5c02b6c7f0f836f70ad9a964d7ef3d48af2f0	0x005B9320	0x005B9330	+0x700	true	e7f3e3eb0aaa093a52e7101abed5c02b6c7f0f836f70ad9a964d7ef3d48af2f0	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-026	PACKED_MATH_QUEUE_A	0x005B8C40	0x005B8C88	0x005B8C40-0x005B8C72;0x005B8C80-0x005B8C88	72	58	14	17	46d9a80517deddd1ad02a6c5d52f83da9c8c88cfa6f8ca52ea034d96b8bf3793	9f7baf34100f368785d7365e464bfa138c0073b859c7635a9ede67067e2ea1c9	0x005B9340	0x005B9388	+0x700	true	33451f5faa84067a8ad19f3ad6232dc6c818af2907304d3e762a7cc3d18826f7	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-027	PACKED_MATH_QUEUE_B	0x005B8EA0	0x005B8FB1	0x005B8EA0-0x005B8FB1	273	273	0	72	ed3707cfd53122cda06b8be1a08feeead3c9aee89cdf18473d8ccc1c41df354c	ccb09694bb92b3e82b53ba4fa27903250b68668a9c5bc6d9cfdb9bab44656bb9	0x005B95A0	0x005B96B1	+0x700	true	46a6afd658876a6e51370e1117616497877c96b5759b2883f368697208a3013b	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-028	PACKED_MATH_QUEUE_B	0x005B8FC0	0x005B9158	0x005B8FC0-0x005B9158	408	408	0	95	aab94b7da87c678b2979092380d2395230486ba19856d61d91cdd9c03a229bb9	25ef0af994e2b2fde611f2634b6f95d17a08bdf711e90b6dca4bb4d05c191753	0x005B96C0	0x005B9858	+0x700	true	220d41e655a333c2ec8f12d54186e62e048d7c6272558cd4398e45b79a0e6522	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_EXACT_LIBRARY_PARTITION_SYMBOL_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-029	CALLBACK_QUEUE	0x005B9160	0x005BA26E	0x005B9160-0x005BA26E	4366	4366	0	1121	91b6433ee433aba64b556926398ab5e8aa2ec3b806312171b4a31618d7895ef5	52aa45aa5c4225f4f0830625dbc87a403784bb168d3ea0996286f14ad410cdf0	0x005B9860	0x005BA96E	+0x700	true	1373048ba79b790d26d422dd406c456fe7cec898382eb736cfe954e9ea04a72f	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_CALLBACK_SELECTOR_ROLE_SEMANTIC_IDENTITY_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-030	CALLBACK_QUEUE	0x005BA270	0x005BACBF	0x005BA270-0x005BACBF	2639	2639	0	769	94e11f927273424ee087bac1e27b1bed8ed735f4dcdcda91092579856fb832f1	4fd7ae2100fdc5c982b48019fcfafbf6cadb1cef10edb335bf9bff2efb67a73b	0x005BA970	0x005BB3BF	+0x700	true	8ffd8d4ea4aa580594198f521426616b81adaf7972260c38c440dd56780a5cca	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_CALLBACK_SELECTOR_ROLE_SEMANTIC_IDENTITY_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
CF-031	CALLBACK_QUEUE	0x005BACC0	0x005BB9A6	0x005BACC0-0x005BAF85;0x005BAF90-0x005BB9A6	3302	3291	11	895	f31ce96f5148098fda86b9239ab3823a1a1db8d5513d2506789922ef6fa303dd	6c7952c91513938f979e4d94a869495ac914e4925f4e3c954ae16e7751c1fa97	0x005BB3C0	0x005BC0A6	+0x700	true	9ecaab2a621be469519150bc1bc4fc5f1e1aa5a38a3a152316cb6b87f6dcf9a9	ABSENT_FROM_CURRENT_8170_FUNCTION_CENSUS	NO_CURRENT_FUNCTION	UNASSIGNED	OPEN_CALLBACK_SELECTOR_ROLE_SEMANTIC_IDENTITY_AND_RUNTIME_CONTRACT	PREPARATION_ONLY_NOT_ADMITTED
