sourcePath	sourceLine	functionVa	functionName	pushLineAt	pushPathAt	pairingMode	interveningInstructions	consumerAt	consumerVa	consumerName
C:\dev\ONSLAUGHT2\StaticShadows.cpp	193	0x004EBE40	CStaticShadows__UpdateLightVectorAndRebuild	0x004EBF3A	0x004EBF3F	ADJACENT	0	0x004EBF4D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	394	0x004EC2F0	CStaticShadows__BuildShadowMaps	0x004EC33F	0x004EC344	ADJACENT	0	0x004EC36A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	394	0x005D4EF0	Unwind@005d4ef0	0x005D4EF0	0x005D4EF5	ADJACENT	0	0x005D4F03	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\StaticShadows.cpp	423	0x004EC2F0	CStaticShadows__BuildShadowMaps	0x004EC473	0x004EC47B	STACK_STABLE_GAP	1	0x004EC4A4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	423	0x005D4F0C	Unwind@005d4f0c	0x005D4F0C	0x005D4F11	ADJACENT	0	0x005D4F1F	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\StaticShadows.cpp	612	0x004EC2F0	CStaticShadows__BuildShadowMaps	0x004ED97D	0x004ED98D	STACK_STABLE_GAP	3	0x004ED9CC	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	623	0x004EC2F0	CStaticShadows__BuildShadowMaps	0x004EDA4B	0x004EDA50	ADJACENT	0	0x004EDA5C	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	839	0x004EE0F0	CStaticShadows__ApplyShadowsToGrid	0x004EE314	0x004EE319	ADJACENT	0	0x004EE32A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	1074	0x004EE8F0	CStaticShadows__Load	0x004EE915	0x004EE91A	ADJACENT	0	0x004EE928	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	1085	0x004EE8F0	CStaticShadows__Load	0x004EE9A8	0x004EE9AD	ADJACENT	0	0x004EE9CA	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	1085	0x005D4F90	Unwind@005d4f90	0x005D4F90	0x005D4F95	ADJACENT	0	0x005D4FA0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\StaticShadows.cpp	1101	0x004EE8F0	CStaticShadows__Load	0x004EEA98	0x004EEAA4	STACK_STABLE_GAP	2	0x004EEAB1	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\StaticShadows.cpp	1122	0x004EE8F0	CStaticShadows__Load	0x004EEAFB	0x004EEB00	ADJACENT	0	0x004EEB11	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Submarine.cpp	29	0x004EEC80	CSubmarine__Init	0x004EED1E	0x004EED20	ADJACENT	0	0x004EED2E	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Submarine.cpp	29	0x005D4FC0	Unwind@005d4fc0	0x005D4FC0	0x005D4FC2	ADJACENT	0	0x005D4FCD	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Submarine.cpp	30	0x004EEC80	CSubmarine__Init	0x004EED58	0x004EED5A	ADJACENT	0	0x004EED76	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Submarine.cpp	30	0x005D4FD6	Unwind@005d4fd6	0x005D4FD6	0x005D4FD8	ADJACENT	0	0x005D4FE3	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Tentacle.cpp	47	0x004F0760	CTentacle__CreateTentacleGuide	0x004F0777	0x004F077B	STACK_STABLE_GAP	1	0x004F078C	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Tentacle.cpp	47	0x005D5050	Unwind@005d5050	0x005D5050	0x005D5052	ADJACENT	0	0x005D505D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Tentacle.cpp	53	0x004F07E0	CTentacle__CreateTentacleAI	0x004F07F8	0x004F07FC	STACK_STABLE_GAP	1	0x004F080A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Tentacle.cpp	53	0x005D5070	Unwind@005d5070	0x005D5070	0x005D5072	ADJACENT	0	0x005D507D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Tentacle.cpp	60	0x004F0860	CTentacle__CreateWarspiteAI	0x004F0878	0x004F087C	STACK_STABLE_GAP	1	0x004F088A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Tentacle.cpp	60	0x005D5090	Unwind@005d5090	0x005D5090	0x005D5092	ADJACENT	0	0x005D509D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\text.cpp	128	0x004F21F0	CText__Init	0x004F232E	0x004F2335	STACK_STABLE_GAP	1	0x004F2342	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\text.cpp	341	0x004F2660	CText__CopyFrom	0x004F2696	0x004F26B2	STACK_STABLE_GAP	8	0x004F26C2	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\texture.cpp	152	0x004F27F0	CTexture__FindTexture	0x004F28DF	0x004F28E4	ADJACENT	0	0x004F28F0	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\texture.cpp	152	0x005D5120	CTexture__FindTexture_Unwind	0x005D5120	0x005D5125	ADJACENT	0	0x005D5133	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\tgaloader.cpp	119	0x004F2CE0	CTGALoader__Load	0x004F2F12	0x004F2F14	ADJACENT	0	0x004F2F27	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\thing.cpp	310	0x004F39C0	CThing__InitCollisionSeekingThing	0x004F39D5	0x004F39DA	ADJACENT	0	0x004F39E8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\thing.cpp	625	0x004F4120	CComplexThing__SetName	0x004F4161	0x004F4168	STACK_STABLE_GAP	1	0x004F4178	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\thing.cpp	665	0x004F4230	CComplexThing__SetScript	0x004F427C	0x004F4281	ADJACENT	0	0x004F428F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\thing.cpp	665	0x005D5220	Unwind@005d5220	0x005D5220	0x005D5225	ADJACENT	0	0x005D5230	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\thing.cpp	767	0x004F44A0	CComplexThing__SetAnimMode	0x004F44C0	0x004F44C5	ADJACENT	0	0x004F44D3	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\thing.cpp	767	0x005D5250	Unwind@005d5250	0x005D5250	0x005D5255	ADJACENT	0	0x005D5260	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\ThunderHead.cpp	32	0x004F4730	CThunderHead__CreateLegMotion	0x004F4767	0x004F4769	ADJACENT	0	0x004F477A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\ThunderHead.cpp	32	0x005D5280	Unwind@005d5280	0x005D5280	0x005D5282	ADJACENT	0	0x005D528D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\ThunderHead.cpp	43	0x004F4830	CThunderHead__CreateWarspite	0x004F4847	0x004F484B	STACK_STABLE_GAP	1	0x004F4859	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\ThunderHead.cpp	43	0x005D52A0	Unwind@005d52a0	0x005D52A0	0x005D52A2	ADJACENT	0	0x005D52AD	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\ThunderHead.cpp	49	0x004F48A0	CThunderHead__CreateGuide	0x004F48B8	0x004F48BC	STACK_STABLE_GAP	1	0x004F48CA	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\ThunderHead.cpp	49	0x005D52C0	Unwind@005d52c0	0x005D52C0	0x005D52C2	ADJACENT	0	0x005D52CD	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\TokenArchive.cpp	312	0x004F57B0	CTokenArchive__ReadNextToken	0x004F5933	0x004F5943	STACK_STABLE_GAP	3	0x004F5958	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\TokenArchive.cpp	362	0x004F57B0	CTokenArchive__ReadNextToken	0x004F59F5	0x004F59FA	ADJACENT	0	0x004F5A19	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\TokenArchive.cpp	450	0x004F5BA0	CTokenArchive__ResolveReferences	0x004F5BC0	0x004F5BC5	ADJACENT	0	0x004F5BD9	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\tree.cpp	143	0x004F6480	CTree__VFunc_35_004f6480	0x004F64A5	0x004F64AA	ADJACENT	0	0x004F64B8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\tree.cpp	143	0x005D5320	Unwind@005d5320	0x005D5320	0x005D5325	ADJACENT	0	0x005D5330	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\tree.cpp	240	0x004F69B0	CTree__CreateFallingTree	0x004F69F0	0x004F69F7	STACK_STABLE_GAP	1	0x004F6A08	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\tree.cpp	240	0x005D5350	Unwind@005d5350	0x005D5350	0x005D5355	ADJACENT	0	0x005D5360	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\triangulate.cpp	6	0x004F7170	Triangulate__CreateQuadMesh	0x004F7176	0x004F717A	STACK_STABLE_GAP	1	0x004F7191	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\triangulate.cpp	7	0x004F7170	Triangulate__CreateQuadMesh	0x004F71A8	0x004F71AA	ADJACENT	0	0x004F71BF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	192	0x004F86D0	CUnit__Init	0x004F8730	0x004F8735	ADJACENT	0	0x004F8746	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	192	0x005D5500	Unwind@005d5500	0x005D5500	0x005D5505	ADJACENT	0	0x005D5510	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	309	0x004F86D0	CUnit__Init	0x004F8BCC	0x004F8BD1	ADJACENT	0	0x004F8BDF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	313	0x004F86D0	CUnit__Init	0x004F8BFE	0x004F8C03	ADJACENT	0	0x004F8C14	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	313	0x005D5519	Unwind@005d5519	0x005D5519	0x005D551E	ADJACENT	0	0x005D5529	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	347	0x004F86D0	CUnit__Init	0x004F8DC5	0x004F8DCA	ADJACENT	0	0x004F8DD8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	347	0x005D5532	Unwind@005d5532	0x005D5532	0x005D5537	ADJACENT	0	0x005D5542	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	356	0x004F86D0	CUnit__Init	0x004F8E84	0x004F8E89	ADJACENT	0	0x004F8E97	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	356	0x005D554B	Unwind@005d554b	0x005D554B	0x005D5550	ADJACENT	0	0x005D555B	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	367	0x004F86D0	CUnit__Init	0x004F8F48	0x004F8F4D	ADJACENT	0	0x004F8F5B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	367	0x005D5564	Unwind@005d5564	0x005D5564	0x005D5569	ADJACENT	0	0x005D5574	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	1101	0x004F9A90	CUnit__ApplyDamage	0x004FA438	0x004FA43D	ADJACENT	0	0x004FA44B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	1101	0x005D5598	Unwind@005d5598	0x005D5598	0x005D559D	ADJACENT	0	0x005D55AB	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\Unit.cpp	2160	0x004FC4E0	CUnit__UpdateTransform	0x004FC5AC	0x004FC5B1	ADJACENT	0	0x004FC5BF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	3099	0x004FE030	CUnit__TriggerEffect	0x004FE23D	0x004FE242	ADJACENT	0	0x004FE250	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Unit.cpp	3099	0x005D55C0	Unwind@005d55c0	0x005D55C0	0x005D55C5	ADJACENT	0	0x005D55D0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\vbuffer.cpp	83	0x005000C0	CVBuffer__Create	0x005000C7	0x005000CD	STACK_STABLE_GAP	1	0x005000F8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\vbuftexture.cpp	182	0x005005E0	CVBufTexture__ResizeVertexBuffer	0x0050062A	0x0050062F	ADJACENT	0	0x0050063D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\vbuftexture.cpp	182	0x005D5670	Unwind@005d5670	0x005D5670	0x005D5675	ADJACENT	0	0x005D5680	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\vbuftexture.cpp	251	0x005007F0	CVBufTexture__ResizeIndexBuffer	0x00500838	0x0050083D	ADJACENT	0	0x0050084B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\vbuftexture.cpp	251	0x005D56A0	Unwind@005d56a0	0x005D56A0	0x005D56A5	ADJACENT	0	0x005D56B0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\vbuftexture.cpp	750	0x00501280	CVBufTexture__GetOrCreate	0x005012C6	0x005012CB	ADJACENT	0	0x005012D9	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	701	0x00502060	CVertexShader__Create	0x00502135	0x0050213A	ADJACENT	0	0x00502148	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	701	0x005D5710	Unwind@005d5710	0x005D5710	0x005D5715	ADJACENT	0	0x005D5720	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\VertexShader.cpp	797	0x005022A0	CVertexShader__LoadFromFile	0x00502398	0x0050239D	ADJACENT	0	0x005023AA	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	838	0x00502060	CVertexShader__Create	0x005021E1	0x005021F5	STACK_STABLE_GAP	7	0x00502214	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	941	0x00502420	CVertexShader__CompileShader	0x00502600	0x00502605	ADJACENT	0	0x00502616	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	996	0x00502420	CVertexShader__CompileShader	0x00502763	0x00502768	ADJACENT	0	0x00502778	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2458	0x00503F90	CVertexShader__Clone	0x00503FAF	0x00503FB4	ADJACENT	0	0x00503FC2	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2458	0x005D5740	Unwind@005d5740	0x005D5740	0x005D5745	ADJACENT	0	0x005D5753	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\VertexShader.cpp	2502	0x00503F90	CVertexShader__Clone	0x0050402F	0x0050403A	STACK_STABLE_GAP	2	0x00504047	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2514	0x00503F90	CVertexShader__Clone	0x00504074	0x00504079	ADJACENT	0	0x0050408D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2531	0x00503F90	CVertexShader__Clone	0x005040C8	0x005040CD	ADJACENT	0	0x005040E1	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2543	0x00503F90	CVertexShader__Clone	0x00504102	0x00504107	ADJACENT	0	0x0050411B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2571	0x00503F90	CVertexShader__Clone	0x00504190	0x00504195	ADJACENT	0	0x005041A2	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2590	0x00503F90	CVertexShader__Clone	0x005041DA	0x005041DF	ADJACENT	0	0x005041F3	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\VertexShader.cpp	2621	0x00503F90	CVertexShader__Clone	0x0050427C	0x00504282	STACK_STABLE_GAP	1	0x0050428F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Warspite.cpp	10	0x00504460	CWarspite__Create	0x00504478	0x0050447C	STACK_STABLE_GAP	1	0x0050448A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\Warspite.cpp	10	0x005D5770	Unwind@005d5770	0x005D5770	0x005D5772	ADJACENT	0	0x005D577D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	25	0x005047E0	CWarspiteDome__Init	0x00504831	0x00504833	ADJACENT	0	0x00504841	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	25	0x005D57C0	Unwind@005d57c0	0x005D57C0	0x005D57C2	ADJACENT	0	0x005D57CD	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	26	0x005047E0	CWarspiteDome__Init	0x00504861	0x00504863	ADJACENT	0	0x0050487F	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	26	0x005D57D6	Unwind@005d57d6	0x005D57D6	0x005D57D8	ADJACENT	0	0x005D57E3	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	29	0x005047E0	CWarspiteDome__Init	0x005048D5	0x005048D7	ADJACENT	0	0x005048F8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WarspiteDome.cpp	29	0x005D57EC	Unwind@005d57ec	0x005D57EC	0x005D57EE	ADJACENT	0	0x005D57F9	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\wavread.cpp	61	0x00505210	WavRead__ReadMMIO	0x0050529F	0x005052A1	ADJACENT	0	0x005052AF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\wavread.cpp	75	0x00505210	WavRead__ReadMMIO	0x00505336	0x0050533D	STACK_STABLE_GAP	1	0x0050534D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WaypointManager.cpp	26	0x00505960	CWaypoint__Load	0x0050597D	0x00505980	STACK_STABLE_GAP	1	0x0050598D	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WaypointManager.cpp	114	0x00505AE0	CWaypointManager__LoadWaypoints	0x00505B1B	0x00505B1D	ADJACENT	0	0x00505B2B	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WaypointManager.cpp	114	0x005D5860	CWaypointManager__LoadWaypoints_unwind	0x005D5860	0x005D5862	ADJACENT	0	0x005D586D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	192	0x0050AC70	CWorld__LoadScriptEvents	0x0050ACC1	0x0050ACC6	ADJACENT	0	0x0050ACD4	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	192	0x005D5B70	Unwind@005d5b70	0x005D5B70	0x005D5B75	ADJACENT	0	0x005D5B80	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	195	0x0050AC70	CWorld__LoadScriptEvents	0x0050ACF1	0x0050ACF6	ADJACENT	0	0x0050AD08	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	195	0x005D5B89	Unwind@005d5b89	0x005D5B89	0x005D5B8E	ADJACENT	0	0x005D5B99	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	197	0x0050AC70	CWorld__LoadScriptEvents	0x0050AD2B	0x0050AD30	ADJACENT	0	0x0050AD42	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	644	0x0050B780	CWorld__DeserializeWorld	0x0050B7E0	0x0050B7E5	ADJACENT	0	0x0050B7F3	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	644	0x005D5BF0	Unwind@005d5bf0	0x005D5BF0	0x005D5BF5	ADJACENT	0	0x005D5C00	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	645	0x0050B780	CWorld__DeserializeWorld	0x0050B835	0x0050B83A	ADJACENT	0	0x0050B859	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	646	0x0050B780	CWorld__DeserializeWorld	0x0050B85E	0x0050B863	ADJACENT	0	0x0050B879	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	757	0x0050B9C0	CWorld__LoadWorld	0x0050BB03	0x0050BB08	ADJACENT	0	0x0050BB16	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	757	0x005D5C60	Unwind@005d5c60	0x005D5C60	0x005D5C65	ADJACENT	0	0x005D5C73	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	759	0x0050B9C0	CWorld__LoadWorld	0x0050BB81	0x0050BB86	ADJACENT	0	0x0050BB97	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	761	0x0050B9C0	CWorld__LoadWorld	0x0050BBAA	0x0050BBAF	ADJACENT	0	0x0050BBC0	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1131	0x0050B9C0	CWorld__LoadWorld	0x0050CFD3	0x0050CFD8	ADJACENT	0	0x0050CFE6	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1157	0x0050B9C0	CWorld__LoadWorld	0x0050D030	0x0050D035	ADJACENT	0	0x0050D043	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1334	0x0050D580	CWorld__InitLODLists	0x0050D597	0x0050D59E	STACK_STABLE_GAP	1	0x0050D5AF	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1334	0x005D5CA0	Unwind@005d5ca0	0x005D5CA0	0x005D5CA5	ADJACENT	0	0x005D5CB0	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	1335	0x0050D580	CWorld__InitLODLists	0x0050D5D4	0x0050D5D9	ADJACENT	0	0x0050D5F8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1335	0x005D5CB9	Unwind@005d5cb9	0x005D5CB9	0x005D5CBE	ADJACENT	0	0x005D5CC9	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\world.cpp	1336	0x0050D580	CWorld__InitLODLists	0x0050D61D	0x0050D622	ADJACENT	0	0x0050D641	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\world.cpp	1336	0x005D5CD2	Unwind@005d5cd2	0x005D5CD2	0x005D5CD7	ADJACENT	0	0x005D5CE2	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldMeshList.cpp	46	0x0050D9E0	CWorldMeshList__Add	0x0050DB0A	0x0050DB0C	ADJACENT	0	0x0050DB1A	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldMeshList.cpp	46	0x005D5D00	Unwind@005d5d00	0x005D5D00	0x005D5D02	ADJACENT	0	0x005D5D0D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldMeshList.h	17	0x0050D9E0	CWorldMeshList__Add	0x0050DB43	0x0050DB49	STACK_STABLE_GAP	2	0x0050DB56	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	75	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E001	0x0050E003	ADJACENT	0	0x0050E014	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	75	0x005D5D20	Unwind@005d5d20	0x005D5D20	0x005D5D22	ADJACENT	0	0x005D5D2D	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	76	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E051	0x0050E053	ADJACENT	0	0x0050E064	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	76	0x005D5D36	Unwind@005d5d36	0x005D5D36	0x005D5D38	ADJACENT	0	0x005D5D43	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	77	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E0A5	0x0050E0A7	ADJACENT	0	0x0050E0B8	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	77	0x005D5D4C	Unwind@005d5d4c	0x005D5D4C	0x005D5D4E	ADJACENT	0	0x005D5D59	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	78	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E0F9	0x0050E0FB	ADJACENT	0	0x0050E10C	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	78	0x005D5D62	Unwind@005d5d62	0x005D5D62	0x005D5D64	ADJACENT	0	0x005D5D6F	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	79	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E14D	0x0050E14F	ADJACENT	0	0x0050E160	0x005490E0	CDXMemoryManager__Alloc
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	79	0x005D5D78	Unwind@005d5d78	0x005D5D78	0x005D5D7A	ADJACENT	0	0x005D5D85	0x00449D40	OID__FreeObject_Callback
C:\dev\ONSLAUGHT2\WorldPhysicsManager.cpp	80	0x0050DF80	CWorldPhysicsManager__CreateThingByType	0x0050E1B8	0x0050E1BA	ADJACENT	0	0x0050E1CB	0x005490E0	CDXMemoryManager__Alloc
