address	name	xref_count	owners	top_counts	unambiguous_non_ctexture
0x0059902a	CTexture__Unk_0059902a	18	CDXTexture,CFastVB,CTexture	CTexture:12;CDXTexture:5;CFastVB:1	false
0x00599a3c	CTexture__Unk_00599a3c	1			false
0x00599a58	CTexture__Unk_00599a58	1			false
0x00599a74	CTexture__Unk_00599a74	3	CFastVB	CFastVB:3	true
0x00599ac8	CTexture__Unk_00599ac8	2	CFastVB	CFastVB:2	true
0x00599e48	CTexture__Unk_00599e48	1	CTexture	CTexture:1	false
0x0059a10a	CTexture__Unk_0059a10a	2	CFastVB	CFastVB:2	true
0x0059b920	CTexture__Unk_0059b920	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059b960	CTexture__Unk_0059b960	3	CDXTexture	CDXTexture:2	true
0x0059be70	CTexture__Unk_0059be70	1	CDXTexture	CDXTexture:1	true
0x0059c070	CTexture__Unk_0059c070	2			false
0x0059c110	CTexture__Unk_0059c110	2			false
0x0059c670	CTexture__Unk_0059c670	22	CDXTexture,CTexture	CDXTexture:17;CTexture:5	false
0x0059c690	CTexture__Unk_0059c690	5	CDXTexture	CDXTexture:5	true
0x0059c6b0	CTexture__Unk_0059c6b0	9			false
0x0059c8ab	CTexture__Unk_0059c8ab	1	CTexture	CTexture:1	false
0x0059c8c1	CTexture__Unk_0059c8c1	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x0059cc24	CTexture__Unk_0059cc24	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059cc68	CTexture__Unk_0059cc68	4	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x0059ccb3	CTexture__Unk_0059ccb3	11	CDXTexture,CTexture	CDXTexture:10;CTexture:1	false
0x0059cdbe	CTexture__Unk_0059cdbe	1	CTexture	CTexture:1	false
0x0059d699	CTexture__Unk_0059d699	1	CTexture	CTexture:1	false
0x0059d879	CTexture__Unk_0059d879	1	CTexture	CTexture:1	false
0x0059d992	CTexture__Unk_0059d992	1	CTexture	CTexture:1	false
0x0059e0b0	CTexture__Unk_0059e0b0	3	CDXTexture,CTexture	CDXTexture:2;CTexture:1	false
0x0059e970	CTexture__Unk_0059e970	1	CTexture	CTexture:1	false
0x0059ee20	CTexture__Unk_0059ee20	1	CDXTexture	CDXTexture:1	true
0x0059eed0	CTexture__Unk_0059eed0	1	CDXTexture	CDXTexture:1	true
0x0059f3d9	CTexture__Unk_0059f3d9	2	CTexture	CTexture:2	false
0x0059f473	CTexture__Unk_0059f473	1	CTexture	CTexture:1	false
0x0059f4f1	CTexture__Unk_0059f4f1	1	CTexture	CTexture:1	false
0x005a009f	CTexture__Unk_005a009f	1	CTexture	CTexture:1	false
0x005a026f	CTexture__Unk_005a026f	1	CTexture	CTexture:1	false
0x005a15a5	CTexture__Unk_005a15a5	1	CTexture	CTexture:1	false
0x005a214f	CTexture__Unk_005a214f	1	CTexture	CTexture:1	false
0x005a225f	CTexture__Unk_005a225f	3	CTexture	CTexture:3	false
0x005a2ee9	CTexture__Unk_005a2ee9	2	CTexture	CTexture:2	false
0x005a2ff4	CTexture__Unk_005a2ff4	1	CTexture	CTexture:1	false
0x005a30f4	CTexture__Unk_005a30f4	1	CTexture	CTexture:1	false
0x005a3980	CTexture__Unk_005a3980	1	CFastVB	CFastVB:1	true
0x005a40c0	CTexture__Unk_005a40c0	1	CFastVB	CFastVB:1	true
0x005a4d2c	CTexture__Unk_005a4d2c	1	CFastVB	CFastVB:1	true
0x005a519e	CTexture__Unk_005a519e	1	CFastVB	CFastVB:1	true
0x005a62bf	CTexture__Unk_005a62bf	1	CFastVB	CFastVB:1	true
0x005a647f	CTexture__Unk_005a647f	1	CFastVB	CFastVB:1	true
0x005a8f5d	CTexture__Unk_005a8f5d	2	CFastVB	CFastVB:2	true
0x005a9f44	CTexture__Unk_005a9f44	1	CFastVB	CFastVB:1	true
0x005aa480	CTexture__Unk_005aa480	1	CFastVB	CFastVB:1	true
0x005aa73b	CTexture__Unk_005aa73b	2	CFastVB	CFastVB:1	true
0x005aa790	CTexture__Unk_005aa790	2	CFastVB	CFastVB:1	true
0x005aa7c9	CTexture__Unk_005aa7c9	2	CFastVB	CFastVB:1	true
0x005ab00b	CTexture__Unk_005ab00b	3	CFastVB	CFastVB:1	true
0x005ab14b	CTexture__Unk_005ab14b	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x005ab420	CTexture__Unk_005ab420	1	CDXTexture	CDXTexture:1	true
0x005ab620	CTexture__Unk_005ab620	1			false
0x005ab700	CTexture__Unk_005ab700	1			false
0x005acac0	CTexture__Unk_005acac0	4			false
0x005aceb0	CTexture__Unk_005aceb0	6			false
0x005acf90	CTexture__Unk_005acf90	1			false
0x005ad550	CTexture__Unk_005ad550	1	CDXTexture	CDXTexture:1	true
0x005aeaf0	CTexture__Unk_005aeaf0	1	CDXTexture	CDXTexture:1	true
0x005aebb0	CTexture__Unk_005aebb0	1	CDXTexture	CDXTexture:1	true
0x005aee40	CTexture__Unk_005aee40	1	CTexture	CTexture:1	false
0x005af5f0	CTexture__Unk_005af5f0	1	CDXTexture	CDXTexture:1	true
0x005afcf0	CTexture__Unk_005afcf0	1	CDXTexture	CDXTexture:1	true
0x005afe60	CTexture__Unk_005afe60	2	CDXTexture	CDXTexture:2	true
0x005b1400	CTexture__Unk_005b1400	1			false
0x005b1b80	CTexture__Unk_005b1b80	1	CDXTexture	CDXTexture:1	true
0x005b1c30	CTexture__Unk_005b1c30	3	CDXTexture	CDXTexture:2	true
0x005b2613	CTexture__Unk_005b2613	1	CDXTexture	CDXTexture:1	true
0x005b3920	CTexture__Unk_005b3920	1			false
0x005b39d0	CTexture__Unk_005b39d0	3			false
0x005b3e80	CTexture__Unk_005b3e80	1	CDXTexture	CDXTexture:1	true
0x005b5b80	CTexture__Unk_005b5b80	1	CDXTexture	CDXTexture:1	true
0x005b60a0	CTexture__Unk_005b60a0	1	CDXTexture	CDXTexture:1	true
0x005b6290	CTexture__Unk_005b6290	7	CDXTexture	CDXTexture:4	true
0x005b6cf0	CTexture__Unk_005b6cf0	1	CDXTexture	CDXTexture:1	true
0x005b8110	CTexture__Unk_005b8110	1	CDXTexture	CDXTexture:1	true
0x005bd8ba	CTexture__Unk_005bd8ba	1	CDXTexture	CDXTexture:1	true
0x005bd933	CTexture__Unk_005bd933	1	CDXTexture	CDXTexture:1	true
0x005d04ec	CTexture__Unk_005d04ec	3	CFEPSaveGame,EnumerateSaveFiles_Main	EnumerateSaveFiles_Main:2;CFEPSaveGame:1	false
0x005d06f0	CTexture__Unk_005d06f0	1	CDXTexture	CDXTexture:1	true
0x005d0820	CTexture__Unk_005d0820	1	CDXTexture	CDXTexture:1	true
0x005d08ad	CTexture__Unk_005d08ad	1	CDXTexture	CDXTexture:1	true
0x005d0a2a	CTexture__Unk_005d0a2a	2	CTexture	CTexture:2	false
