address	name	calls	clues	lines
0x004d05c0	CMenuItemRange__Helper_004d05c0			14
0x004d3b10	CPolyBucket__Helper_004d3b10			63
0x004d6e00	CRepairPadAI__Helper_004d6e00	CRepairPadAI__Helper_0040c5b0, CRepairPadAI__Helper_0040c5e0		45
0x004daff0	CFearGrid__Helper_004daff0			68
0x004e1260	CMonitor__Helper_004e1260			30
0x004f0ba0	CMCTentacle__Helper_004f0ba0			48
0x004f2790	CDXSurf__Helper_004f2790			32
0x004f27e0	CHud__Helper_004f27e0			12
0x004f3c80	CAtmospheric__Helper_004f3c80			19
0x004f5b70	CParticleDescriptor__Helper_004f5b70			12
0x004f8140	CActor__Helper_004f8140	Vec3__SetXYZ, Mat34__SetRows, CMCBuggy__Helper_0040d320	Vec3__SetXYZ, Mat34__SetRows, CMCBuggy__Helper_0040d320	99
0x004fc3a0	CSpawnerThng__Helper_004fc3a0			13
0x004fde70	CWarspite__Helper_004fde70	FindAnimationIndex	FindAnimationIndex	27
0x0050f680	CSpawnerThng__Helper_0050f680			35
0x005214d0	CFEPVirtualKeyboard__Helper_005214d0			36
0x005234d0	PlatformInput__Helper_005234d0			12
0x00527de0	CWaterRenderSystem__Helper_00527de0			13
0x0053f010	CCutscene__Helper_0053f010			16
0x0055e3ea	CPDSimpleSprite__Helper_0055e3ea	__cintrindisp2	__cintrindisp2	14
0x0055f2a7	CDropship__Helper_0055f2a7			27
0x0055f44b	CTokenArchive__Helper_0055f44b			49
