address	expected_name	actual_name	status
0x005710d0	CFastVB__Helper_005710d0	CFastVB__Helper_005710d0	OK
0x005723c0	CTexture__Helper_005723c0	CTexture__Helper_005723c0	OK
0x00572f00	CTexture__Helper_00572f00	CTexture__Helper_00572f00	OK
0x00572f80	CFastVB__Helper_00572f80	CFastVB__Helper_00572f80	OK
0x0057457a	CTexture__Helper_0057457a	CTexture__Helper_0057457a	OK
0x00574e2b	CFastVB__Helper_00574e2b	CFastVB__Helper_00574e2b	OK
0x0057618b	CFastVB__Helper_0057618b	CFastVB__Helper_0057618b	OK
0x00576297	CDXEngine__Helper_00576297	CDXEngine__Helper_00576297	OK
0x00577267	CDXEngine__Helper_00577267	CDXEngine__Helper_00577267	OK
0x00577ea4	CTexture__Helper_00577ea4	CTexture__Helper_00577ea4	OK
0x005780e3	CTexture__Helper_005780e3	CTexture__Helper_005780e3	OK
0x0057a934	CMeshCollisionVolume__Helper_0057a934	CMeshCollisionVolume__Helper_0057a934	OK
0x0057cf60	CFastVB__Helper_0057cf60	CFastVB__Helper_0057cf60	OK
0x0057e4d3	CFastVB__Helper_0057e4d3	CFastVB__Helper_0057e4d3	OK
0x0057e6cc	CFastVB__Helper_0057e6cc	CFastVB__Helper_0057e6cc	OK
0x0057ef10	CFastVB__Helper_0057ef10	CFastVB__Helper_0057ef10	OK
0x0057fa10	CFastVB__Helper_0057fa10	CFastVB__Helper_0057fa10	OK
0x005819b8	CFastVB__Helper_005819b8	CFastVB__Helper_005819b8	OK
0x00581a08	CFastVB__Helper_00581a08	CFastVB__Helper_00581a08	OK
0x00581cc0	CFastVB__Helper_00581cc0	CFastVB__Helper_00581cc0	OK
0x00585b19	CFastVB__Helper_00585b19	CFastVB__Helper_00585b19	OK
0x00585d6b	CFastVB__Helper_00585d6b	CFastVB__Helper_00585d6b	OK
0x00585d87	CFastVB__Helper_00585d87	CFastVB__Helper_00585d87	OK
0x00585e83	CFastVB__Helper_00585e83	CFastVB__Helper_00585e83	OK
0x00585f6b	CFastVB__Helper_00585f6b	CFastVB__Helper_00585f6b	OK
0x00585f87	CFastVB__Helper_00585f87	CFastVB__Helper_00585f87	OK
0x00586198	CFastVB__Helper_00586198	CFastVB__Helper_00586198	OK
0x005862cd	CFastVB__Helper_005862cd	CFastVB__Helper_005862cd	OK
0x005865ed	CFastVB__Helper_005865ed	CFastVB__Helper_005865ed	OK
0x00586978	CFastVB__Helper_00586978	CFastVB__Helper_00586978	OK
0x00586ee3	CFastVB__Helper_00586ee3	CFastVB__Helper_00586ee3	OK
0x00586eff	CFastVB__Helper_00586eff	CFastVB__Helper_00586eff	OK
0x00586f1b	CFastVB__Helper_00586f1b	CFastVB__Helper_00586f1b	OK
0x00586f37	CFastVB__Helper_00586f37	CFastVB__Helper_00586f37	OK
0x00587303	CFastVB__Helper_00587303	CFastVB__Helper_00587303	OK
0x00587322	CFastVB__Helper_00587322	CFastVB__Helper_00587322	OK
0x0058733e	CFastVB__Helper_0058733e	CFastVB__Helper_0058733e	OK
0x00587dd6	CFastVB__Helper_00587dd6	CFastVB__Helper_00587dd6	OK
0x00587e4e	CFastVB__Helper_00587e4e	CFastVB__Helper_00587e4e	OK
0x005891c6	CFastVB__Helper_005891c6	CFastVB__Helper_005891c6	OK
0x00589405	CTexture__Helper_00589405	CTexture__Helper_00589405	OK
0x0058948d	CTexture__Helper_0058948d	CTexture__Helper_0058948d	OK
0x00589846	CTexture__Helper_00589846	CTexture__Helper_00589846	OK
0x0058986b	CTexture__Helper_0058986b	CTexture__Helper_0058986b	OK
0x005898a4	CTexture__Helper_005898a4	CTexture__Helper_005898a4	OK
0x00589f49	CTexture__Helper_00589f49	CTexture__Helper_00589f49	OK
0x00589fa1	CTexture__Helper_00589fa1	CTexture__Helper_00589fa1	OK
0x0058a014	CTexture__Helper_0058a014	CTexture__Helper_0058a014	OK
0x0058a076	CTexture__Helper_0058a076	CTexture__Helper_0058a076	OK
0x0058a0c6	CTexture__Helper_0058a0c6	CTexture__Helper_0058a0c6	OK
0x0058a1e3	CTexture__Helper_0058a1e3	CTexture__Helper_0058a1e3	OK
0x0058c08a	CTexture__Helper_0058c08a	CTexture__Helper_0058c08a	OK
0x0058c0ea	CTexture__Helper_0058c0ea	CTexture__Helper_0058c0ea	OK
0x0058c129	CTexture__Helper_0058c129	CTexture__Helper_0058c129	OK
0x0058c149	CTexture__Helper_0058c149	CTexture__Helper_0058c149	OK
0x0058cc00	CTexture__Helper_0058cc00	CTexture__Helper_0058cc00	OK
0x0058cd30	CTexture__Helper_0058cd30	CTexture__Helper_0058cd30	OK
0x0058cdd5	CTexture__Helper_0058cdd5	CTexture__Helper_0058cdd5	OK
0x0058ce51	CTexture__Helper_0058ce51	CTexture__Helper_0058ce51	OK
0x0058cef2	CTexture__Helper_0058cef2	CTexture__Helper_0058cef2	OK
0x0058e309	CTexture__Helper_0058e309	CTexture__Helper_0058e309	OK
0x0058e491	CTexture__Helper_0058e491	CTexture__Helper_0058e491	OK
0x0058e4b5	CTexture__Helper_0058e4b5	CTexture__Helper_0058e4b5	OK
0x0058ecdb	CTexture__Helper_0058ecdb	CTexture__Helper_0058ecdb	OK
0x0058f270	CTexture__Helper_0058f270	CTexture__Helper_0058f270	OK
0x0058f331	CTexture__Helper_0058f331	CTexture__Helper_0058f331	OK
0x00590d3d	CTexture__Helper_00590d3d	CTexture__Helper_00590d3d	OK
0x005911d0	CMeshCollisionVolume__Helper_005911d0	CMeshCollisionVolume__Helper_005911d0	OK
0x00593a81	CFastVB__Helper_00593a81	CFastVB__Helper_00593a81	OK
0x00593b92	CFastVB__Helper_00593b92	CFastVB__Helper_00593b92	OK
0x00593d0b	CFastVB__Helper_00593d0b	CFastVB__Helper_00593d0b	OK
0x00593d51	CFastVB__Helper_00593d51	CFastVB__Helper_00593d51	OK
0x00593f8a	CFastVB__Helper_00593f8a	CFastVB__Helper_00593f8a	OK
0x00594f15	CTexture__Helper_00594f15	CTexture__Helper_00594f15	OK
0x00594fb6	CTexture__Helper_00594fb6	CTexture__Helper_00594fb6	OK
0x00595930	CFastVB__Helper_00595930	CFastVB__Helper_00595930	OK
0x00596341	CFastVB__Helper_00596341	CFastVB__Helper_00596341	OK
0x00596450	CTexture__Helper_00596450	CTexture__Helper_00596450	OK
0x00596480	CFastVB__Helper_00596480	CFastVB__Helper_00596480	OK
0x00598da4	CFastVB__Helper_00598da4	CFastVB__Helper_00598da4	OK
0x00598ddc	CFastVB__Helper_00598ddc	CFastVB__Helper_00598ddc	OK
0x00598e22	CTexture__Helper_00598e22	CTexture__Helper_00598e22	OK
0x0059996f	CTexture__Helper_0059996f	CTexture__Helper_0059996f	OK
0x005999b5	CTexture__Helper_005999b5	CTexture__Helper_005999b5	OK
0x00599d80	CFastVB__Helper_00599d80	CFastVB__Helper_00599d80	OK
0x0059b1d0	CTexture__Helper_0059b1d0	CTexture__Helper_0059b1d0	OK
0x0059b370	CTexture__Helper_0059b370	CTexture__Helper_0059b370	OK
0x0059b6f0	CTexture__Helper_0059b6f0	CTexture__Helper_0059b6f0	OK
0x0059c7cc	CTexture__Helper_0059c7cc	CTexture__Helper_0059c7cc	OK
0x0059cd62	CMeshCollisionVolume__Helper_0059cd62	CMeshCollisionVolume__Helper_0059cd62	OK
0x0059f2b0	CTexture__Helper_0059f2b0	CTexture__Helper_0059f2b0	OK
0x0059f360	CFastVB__Helper_0059f360	CFastVB__Helper_0059f360	OK
0x0059f857	CFastVB__Helper_0059f857	CFastVB__Helper_0059f857	OK
0x0059fa5d	CFastVB__Helper_0059fa5d	CFastVB__Helper_0059fa5d	OK
0x0059fbeb	CFastVB__Helper_0059fbeb	CFastVB__Helper_0059fbeb	OK
0x0059fd51	CFastVB__Helper_0059fd51	CFastVB__Helper_0059fd51	OK
0x0059fe61	CFastVB__Helper_0059fe61	CFastVB__Helper_0059fe61	OK
0x005a04a0	CFastVB__Helper_005a04a0	CFastVB__Helper_005a04a0	OK
0x005a09f8	CTexture__Helper_005a09f8	CTexture__Helper_005a09f8	OK
0x005a112c	CFastVB__Helper_005a112c	CFastVB__Helper_005a112c	OK
0x005a11df	CFastVB__Helper_005a11df	CFastVB__Helper_005a11df	OK
0x005a13f7	CFastVB__Helper_005a13f7	CFastVB__Helper_005a13f7	OK
0x005a14a5	CFastVB__Helper_005a14a5	CFastVB__Helper_005a14a5	OK
0x005a1889	CFastVB__Helper_005a1889	CFastVB__Helper_005a1889	OK
0x005a1979	CFastVB__Helper_005a1979	CFastVB__Helper_005a1979	OK
0x005a1c55	CFastVB__Helper_005a1c55	CFastVB__Helper_005a1c55	OK
0x005a1e5b	CFastVB__Helper_005a1e5b	CFastVB__Helper_005a1e5b	OK
0x005a1fe9	CFastVB__Helper_005a1fe9	CFastVB__Helper_005a1fe9	OK
0x005a249d	CFastVB__Helper_005a249d	CFastVB__Helper_005a249d	OK
0x005a32d4	CFastVB__Helper_005a32d4	CFastVB__Helper_005a32d4	OK
0x005a3508	CFastVB__Helper_005a3508	CFastVB__Helper_005a3508	OK
0x005a36cf	CFastVB__Helper_005a36cf	CFastVB__Helper_005a36cf	OK
0x005a3791	CFastVB__Helper_005a3791	CFastVB__Helper_005a3791	OK
0x005a4ecf	CFastVB__Helper_005a4ecf	CFastVB__Helper_005a4ecf	OK
0x005a4f5c	CFastVB__Helper_005a4f5c	CFastVB__Helper_005a4f5c	OK
0x005a5052	CFastVB__Helper_005a5052	CFastVB__Helper_005a5052	OK
0x005a9637	CFastVB__Helper_005a9637	CFastVB__Helper_005a9637	OK
0x005a99f8	CFastVB__Helper_005a99f8	CFastVB__Helper_005a99f8	OK
0x005a9a5f	CFastVB__Helper_005a9a5f	CFastVB__Helper_005a9a5f	OK
0x005a9d78	CFastVB__Helper_005a9d78	CFastVB__Helper_005a9d78	OK
0x005a9f3f	CFastVB__Helper_005a9f3f	CFastVB__Helper_005a9f3f	OK
0x005acd90	CTexture__Helper_005acd90	CTexture__Helper_005acd90	OK
0x005b1e94	CTexture__Helper_005b1e94	CTexture__Helper_005b1e94	OK
0x005b3370	CFastVB__Helper_005b3370	CFastVB__Helper_005b3370	OK
0x005b81d0	CTexture__Helper_005b81d0	CTexture__Helper_005b81d0	OK
0x005d0c7f	CTexture__Helper_005d0c7f	CTexture__Helper_005d0c7f	OK
