address	name	calls	clues	lines
004e1260	CMonitor__Helper_004e1260			30
004e1800	CMonitor__Helper_004e1800	CGenericActiveReader__SetReader, CSoundManager__StopAndReleaseChannel	DAT_	30
004e1880	CMonitor__Helper_004e1880			22
004e1ab0	CMonitor__Helper_004e1ab0			28
004062d0	CSquadNormal__Helper_004062d0			41
0040d2c0	CSquadNormal__Helper_0040d2c0			42
0044c720	CSquadNormal__Helper_0044c720			22
0044c810	CSquadNormal__Helper_0044c810		DAT_	63
00477cb0	CSquadNormal__Helper_00477cb0	CSquadNormal__Helper_004e6680, CSquadNormal__Helper_004fb3d0, CSquadNormal__Helper_004fb780, CSquadNormal__Helper_004fb7e0, CSquadNormal__Helper_004fb840	DAT_	158
004e4480	CSquadNormal__Helper_004e4480			18
004e6680	CSquadNormal__Helper_004e6680			38
004e97e0	CSquadNormal__Helper_004e97e0	CGenericActiveReader__SetReader, CSquadNormal__Helper_0040d2c0, Vec3__Add, Vec3__SetXYZ	DAT_	70
004fb3d0	CSquadNormal__Helper_004fb3d0	CSquadNormal__Helper_004e4480, CSquadNormal__Helper_0050a0b0, CWorld__Helper_0047ea20	DAT_	77
004fb780	CSquadNormal__Helper_004fb780	CUnit__Helper_005096a0		29
004fb7e0	CSquadNormal__Helper_004fb7e0	CUnit__Helper_005099a0		29
004fb840	CSquadNormal__Helper_004fb840	CGenericActiveReader__SetReader, CSquadNormal__Helper_004e4480, CSquadNormal__Helper_0050a0b0, CStaticShadows__Helper_0047eb80, CUnit__Helper_004e43d0, CUnit__Helper_004e4420, CUnit__Helper_005096a0, CUnit__Helper_005099a0, CUnit__Helper_00509f70, CUnit__Helper_0050a0d0	DAT_	187
004fd570	CSquadNormal__Helper_004fd570			34
004fe500	CSquadNormal__Helper_004fe500	CGenericActiveReader__SetReader, CSPtrSet__Remove	DAT_	16
004ffdd0	CSquadNormal__Helper_004ffdd0	CGenericActiveReader__SetReader, CSquadNormal__Helper_004fb840		16
0050a0b0	CSquadNormal__Helper_0050a0b0			14
00402010	CUnit__Helper_00402010		DAT_	12
004097a0	CUnit__Helper_004097a0		DAT_	42
00428b50	CUnit__Helper_00428b50	CGenericActiveReader__SetReader		27
004416e0	CUnit__Helper_004416e0		DAT_	30
004cb0b0	CUnit__Helper_004cb0b0			23
004e43d0	CUnit__Helper_004e43d0		DAT_	19
004e4420	CUnit__Helper_004e4420			11
004f39b0	CUnit__Helper_004f39b0			15
005096a0	CUnit__Helper_005096a0	CEngine__CanUseBallisticArcNoLocks, OID__Helper_0044a850	DAT_	106
005099a0	CUnit__Helper_005099a0	CEngine__CanUseBallisticArcNoLocks, OID__Helper_0044a850	DAT_	109
00509f70	CUnit__Helper_00509f70		DAT_	83
0050a0d0	CUnit__Helper_0050a0d0			11
0050a290	CUnit__Helper_0050a290			15
00511510	CUnit__Helper_00511510			43
004239b0	CWorld__Helper_004239b0			11
004780f0	CWorld__Helper_004780f0			29
0047ea20	CWorld__Helper_0047ea20			34
00490f50	CWorld__Helper_00490f50		DAT_ g_	79
004bc8d0	CWorld__Helper_004bc8d0	CMonitor__Helper_0047ec60, CWorld__Helper_0047ea20, CWorld__SetOrClearOccupancyBit, OID__Helper_0055dcb0, SQRT__Wrapper_004026b0	DAT_	118
